product_id,name,category,subcategory,brand,description,price_npr,avg_rating,rating_count,tags,is_new_arrival,in_stock,is_cold_item
P0132,Sagarmatha Dhaka Topi 132,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,2500,2.5,318,"traditional attire, dhaka topi, nepal, sagarmatha, gift",True,True,True
P0133,Sagarmatha Daura Suruwal 133,Traditional Attire,Daura Suruwal,Sagarmatha,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,6500,3.2,365,"traditional attire, daura suruwal, nepal, sagarmatha, gift",False,True,False
P0134,Janakpur Mart Children Books 134,Books & Education,Children Books,Janakpur Mart,Children Books made for Nepali shoppers with reliable quality and local style.,350,3.6,86,"books & education, children books, nepal, janakpur mart, gift",False,True,False
P0135,Janakpur Mart Headphones 135,Electronics,Headphones,Janakpur Mart,Headphones made for Nepali shoppers with reliable quality and local style.,550,3.9,312,"electronics, headphones, nepal, janakpur mart, gift",False,True,False
P0136,NepTech Appliances 136,Kitchen & Home,Appliances,NepTech,Appliances made for Nepali shoppers with reliable quality and local style.,6500,4.6,254,"kitchen & home, appliances, nepal, neptech, gift",False,False,False
P0137,Himalaya Daura Suruwal 137,Traditional Attire,Daura Suruwal,Himalaya,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,2500,4.4,50,"traditional attire, daura suruwal, nepal, himalaya, gift",False,True,False
P0138,NepTech Shoes 138,Fashion & Accessories,Shoes,NepTech,Shoes made for Nepali shoppers with reliable quality and local style.,6500,3.0,417,"fashion & accessories, shoes, nepal, neptech, gift",False,True,False
P0139,NepTech Kurta 139,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,6500,4.4,399,"traditional attire, kurta, nepal, neptech, gift",False,True,False
P0140,Lalitpur Looms Tea 140,Daily Groceries,Tea,Lalitpur Looms,Tea made for Nepali shoppers with reliable quality and local style.,1800,4.2,181,"daily groceries, tea, nepal, lalitpur looms, gift",False,True,False
P0141,Sagarmatha Thangka 141,Handicrafts & Art,Thangka,Sagarmatha,Thangka made for Nepali shoppers with reliable quality and local style.,4200,3.1,1,"handicrafts & art, thangka, nepal, sagarmatha, gift",False,True,False
P0142,Sagarmatha Mobile 142,Electronics,Mobile,Sagarmatha,Mobile made for Nepali shoppers with reliable quality and local style.,1800,5.0,403,"electronics, mobile, nepal, sagarmatha, gift",False,True,False
P0143,Janakpur Mart Woodcraft 143,Handicrafts & Art,Woodcraft,Janakpur Mart,Woodcraft made for Nepali shoppers with reliable quality and local style.,550,3.8,19,"handicrafts & art, woodcraft, nepal, janakpur mart, gift",False,True,False
P0144,NepTech Kurta 144,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,2500,3.9,255,"traditional attire, kurta, nepal, neptech, gift",False,True,False
P0145,NepTech Stationery 145,Books & Education,Stationery,NepTech,Stationery made for Nepali shoppers with reliable quality and local style.,550,3.8,341,"books & education, stationery, nepal, neptech, gift",False,True,False
P0146,Kathmandu Craft Shoes 146,Fashion & Accessories,Shoes,Kathmandu Craft,Shoes made for Nepali shoppers with reliable quality and local style.,350,4.3,201,"fashion & accessories, shoes, nepal, kathmandu craft, gift",False,True,False
P0147,Kathmandu Craft Children Books 147,Books & Education,Children Books,Kathmandu Craft,Children Books made for Nepali shoppers with reliable quality and local style.,4200,3.8,114,"books & education, children books, nepal, kathmandu craft, gift",False,True,False
P0148,Kathmandu Craft Cookware 148,Kitchen & Home,Cookware,Kathmandu Craft,Cookware made for Nepali shoppers with reliable quality and local style.,9800,4.7,39,"kitchen & home, cookware, nepal, kathmandu craft, gift",False,True,False
P0149,Lalitpur Looms Jewellery 149,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,9800,3.7,234,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",True,True,True
P0150,Sagarmatha Children Books 150,Books & Education,Children Books,Sagarmatha,Children Books made for Nepali shoppers with reliable quality and local style.,14500,3.8,28,"books & education, children books, nepal, sagarmatha, gift",False,True,False
P0151,Lalitpur Looms Thangka 151,Handicrafts & Art,Thangka,Lalitpur Looms,Thangka made for Nepali shoppers with reliable quality and local style.,4200,4.5,127,"handicrafts & art, thangka, nepal, lalitpur looms, gift",False,True,False
P0152,Lalitpur Looms Exam Prep 152,Books & Education,Exam Prep,Lalitpur Looms,Exam Prep made for Nepali shoppers with reliable quality and local style.,1250,4.3,40,"books & education, exam prep, nepal, lalitpur looms, gift",False,True,False
P0153,Lalitpur Looms Woodcraft 153,Handicrafts & Art,Woodcraft,Lalitpur Looms,Woodcraft made for Nepali shoppers with reliable quality and local style.,350,4.0,75,"handicrafts & art, woodcraft, nepal, lalitpur looms, gift",False,True,False
P0154,Kathmandu Craft Accessories 154,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,14500,2.6,341,"electronics, accessories, nepal, kathmandu craft, gift",False,True,False
P0155,Janakpur Mart Thangka 155,Handicrafts & Art,Thangka,Janakpur Mart,Thangka made for Nepali shoppers with reliable quality and local style.,9800,4.5,97,"handicrafts & art, thangka, nepal, janakpur mart, gift",False,True,False
P0156,Sagarmatha Lokta Paper 156,Handicrafts & Art,Lokta Paper,Sagarmatha,Lokta Paper made for Nepali shoppers with reliable quality and local style.,9800,3.5,308,"handicrafts & art, lokta paper, nepal, sagarmatha, gift",True,True,True
P0157,Sagarmatha Mobile 157,Electronics,Mobile,Sagarmatha,Mobile made for Nepali shoppers with reliable quality and local style.,350,3.0,121,"electronics, mobile, nepal, sagarmatha, gift",False,True,False
P0158,Janakpur Mart Smart Watch 158,Electronics,Smart Watch,Janakpur Mart,Smart Watch made for Nepali shoppers with reliable quality and local style.,550,3.3,309,"electronics, smart watch, nepal, janakpur mart, gift",False,True,False
P0159,Himalaya Literature 159,Books & Education,Literature,Himalaya,Literature made for Nepali shoppers with reliable quality and local style.,899,4.1,28,"books & education, literature, nepal, himalaya, gift",False,True,False
P0160,Kathmandu Craft Kurta 160,Traditional Attire,Kurta,Kathmandu Craft,Kurta made for Nepali shoppers with reliable quality and local style.,6500,3.9,10,"traditional attire, kurta, nepal, kathmandu craft, gift",False,True,False
P0161,Himalaya Spices 161,Daily Groceries,Spices,Himalaya,Spices made for Nepali shoppers with reliable quality and local style.,350,4.4,309,"daily groceries, spices, nepal, himalaya, gift",False,True,False
P0162,Sagarmatha Dhaka Topi 162,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,6500,4.8,245,"traditional attire, dhaka topi, nepal, sagarmatha, gift",False,True,False
P0163,Lalitpur Looms Jewellery 163,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,6500,4.3,336,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",False,True,False
P0164,Lalitpur Looms Rice 164,Daily Groceries,Rice,Lalitpur Looms,Rice made for Nepali shoppers with reliable quality and local style.,550,3.2,200,"daily groceries, rice, nepal, lalitpur looms, gift",False,True,False
P0165,Sagarmatha Tea 165,Daily Groceries,Tea,Sagarmatha,Tea made for Nepali shoppers with reliable quality and local style.,1800,3.3,128,"daily groceries, tea, nepal, sagarmatha, gift",False,True,False
P0166,Himalaya Dhaka Topi 166,Traditional Attire,Dhaka Topi,Himalaya,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,6500,3.3,41,"traditional attire, dhaka topi, nepal, himalaya, gift",False,True,False
P0167,Sagarmatha Tea 167,Daily Groceries,Tea,Sagarmatha,Tea made for Nepali shoppers with reliable quality and local style.,899,4.3,171,"daily groceries, tea, nepal, sagarmatha, gift",False,True,False
P0168,Janakpur Mart Cookware 168,Kitchen & Home,Cookware,Janakpur Mart,Cookware made for Nepali shoppers with reliable quality and local style.,2500,4.3,353,"kitchen & home, cookware, nepal, janakpur mart, gift",False,True,False
P0169,Janakpur Mart Accessories 169,Electronics,Accessories,Janakpur Mart,Accessories made for Nepali shoppers with reliable quality and local style.,1800,3.3,317,"electronics, accessories, nepal, janakpur mart, gift",False,True,False
P0170,Janakpur Mart Exam Prep 170,Books & Education,Exam Prep,Janakpur Mart,Exam Prep made for Nepali shoppers with reliable quality and local style.,899,3.9,263,"books & education, exam prep, nepal, janakpur mart, gift",False,True,False
P0171,Janakpur Mart Accessories 171,Electronics,Accessories,Janakpur Mart,Accessories made for Nepali shoppers with reliable quality and local style.,350,4.7,197,"electronics, accessories, nepal, janakpur mart, gift",False,True,False
P0172,Lalitpur Looms Bedding 172,Kitchen & Home,Bedding,Lalitpur Looms,Bedding made for Nepali shoppers with reliable quality and local style.,550,4.6,88,"kitchen & home, bedding, nepal, lalitpur looms, gift",False,True,False
P0173,NepTech Jewellery 173,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,4.1,287,"fashion & accessories, jewellery, nepal, neptech, gift",False,True,False
P0174,Lalitpur Looms Woodcraft 174,Handicrafts & Art,Woodcraft,Lalitpur Looms,Woodcraft made for Nepali shoppers with reliable quality and local style.,4200,3.8,400,"handicrafts & art, woodcraft, nepal, lalitpur looms, gift",True,True,False
P0175,Janakpur Mart Sunglasses 175,Fashion & Accessories,Sunglasses,Janakpur Mart,Sunglasses made for Nepali shoppers with reliable quality and local style.,1800,2.9,334,"fashion & accessories, sunglasses, nepal, janakpur mart, gift",False,True,False
P0176,NepTech Shoes 176,Fashion & Accessories,Shoes,NepTech,Shoes made for Nepali shoppers with reliable quality and local style.,9800,3.8,370,"fashion & accessories, shoes, nepal, neptech, gift",False,True,False
P0177,Lalitpur Looms Spices 177,Daily Groceries,Spices,Lalitpur Looms,Spices made for Nepali shoppers with reliable quality and local style.,550,4.7,222,"daily groceries, spices, nepal, lalitpur looms, gift",False,True,False
P0178,Sagarmatha Rice 178,Daily Groceries,Rice,Sagarmatha,Rice made for Nepali shoppers with reliable quality and local style.,4200,3.8,401,"daily groceries, rice, nepal, sagarmatha, gift",False,True,False
P0179,Lalitpur Looms Headphones 179,Electronics,Headphones,Lalitpur Looms,Headphones made for Nepali shoppers with reliable quality and local style.,4200,4.1,107,"electronics, headphones, nepal, lalitpur looms, gift",False,True,False
P0180,Lalitpur Looms Literature 180,Books & Education,Literature,Lalitpur Looms,Literature made for Nepali shoppers with reliable quality and local style.,550,3.7,130,"books & education, literature, nepal, lalitpur looms, gift",False,True,False
P0181,Janakpur Mart Appliances 181,Kitchen & Home,Appliances,Janakpur Mart,Appliances made for Nepali shoppers with reliable quality and local style.,6500,2.9,38,"kitchen & home, appliances, nepal, janakpur mart, gift",False,True,False
P0182,Janakpur Mart Lokta Paper 182,Handicrafts & Art,Lokta Paper,Janakpur Mart,Lokta Paper made for Nepali shoppers with reliable quality and local style.,350,3.3,3,"handicrafts & art, lokta paper, nepal, janakpur mart, gift",False,True,False
P0183,Sagarmatha Thangka 183,Handicrafts & Art,Thangka,Sagarmatha,Thangka made for Nepali shoppers with reliable quality and local style.,9800,4.1,107,"handicrafts & art, thangka, nepal, sagarmatha, gift",True,True,True
P0184,Himalaya Spices 184,Daily Groceries,Spices,Himalaya,Spices made for Nepali shoppers with reliable quality and local style.,4200,4.9,226,"daily groceries, spices, nepal, himalaya, gift",False,True,False
P0185,Janakpur Mart Children Books 185,Books & Education,Children Books,Janakpur Mart,Children Books made for Nepali shoppers with reliable quality and local style.,4200,3.8,95,"books & education, children books, nepal, janakpur mart, gift",False,True,False
P0186,Kathmandu Craft Headphones 186,Electronics,Headphones,Kathmandu Craft,Headphones made for Nepali shoppers with reliable quality and local style.,4200,3.3,301,"electronics, headphones, nepal, kathmandu craft, gift",True,True,False
P0187,Himalaya Thangka 187,Handicrafts & Art,Thangka,Himalaya,Thangka made for Nepali shoppers with reliable quality and local style.,350,3.7,184,"handicrafts & art, thangka, nepal, himalaya, gift",False,True,False
P0188,NepTech Lokta Paper 188,Handicrafts & Art,Lokta Paper,NepTech,Lokta Paper made for Nepali shoppers with reliable quality and local style.,9800,2.6,265,"handicrafts & art, lokta paper, nepal, neptech, gift",False,True,False
P0189,Lalitpur Looms Exam Prep 189,Books & Education,Exam Prep,Lalitpur Looms,Exam Prep made for Nepali shoppers with reliable quality and local style.,4200,5.0,176,"books & education, exam prep, nepal, lalitpur looms, gift",False,True,False
P0190,Janakpur Mart Decor 190,Kitchen & Home,Decor,Janakpur Mart,Decor made for Nepali shoppers with reliable quality and local style.,6500,4.1,157,"kitchen & home, decor, nepal, janakpur mart, gift",False,True,False
P0191,Lalitpur Looms Sunglasses 191,Fashion & Accessories,Sunglasses,Lalitpur Looms,Sunglasses made for Nepali shoppers with reliable quality and local style.,550,2.9,343,"fashion & accessories, sunglasses, nepal, lalitpur looms, gift",False,True,False
P0192,Kathmandu Craft Decor 192,Kitchen & Home,Decor,Kathmandu Craft,Decor made for Nepali shoppers with reliable quality and local style.,14500,3.3,292,"kitchen & home, decor, nepal, kathmandu craft, gift",False,True,False
P0193,Himalaya Bags 193,Fashion & Accessories,Bags,Himalaya,Bags made for Nepali shoppers with reliable quality and local style.,2500,4.5,225,"fashion & accessories, bags, nepal, himalaya, gift",False,True,False
P0194,Kathmandu Craft Stationery 194,Books & Education,Stationery,Kathmandu Craft,Stationery made for Nepali shoppers with reliable quality and local style.,1250,4.1,259,"books & education, stationery, nepal, kathmandu craft, gift",True,True,False
P0195,Himalaya Lokta Paper 195,Handicrafts & Art,Lokta Paper,Himalaya,Lokta Paper made for Nepali shoppers with reliable quality and local style.,1250,3.7,242,"handicrafts & art, lokta paper, nepal, himalaya, gift",True,True,False
P0196,Himalaya Tea 196,Daily Groceries,Tea,Himalaya,Tea made for Nepali shoppers with reliable quality and local style.,14500,4.3,106,"daily groceries, tea, nepal, himalaya, gift",False,True,False
P0197,Lalitpur Looms Decor 197,Kitchen & Home,Decor,Lalitpur Looms,Decor made for Nepali shoppers with reliable quality and local style.,14500,4.3,53,"kitchen & home, decor, nepal, lalitpur looms, gift",False,True,False
P0198,Lalitpur Looms Jewellery 198,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,350,4.3,8,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",False,True,False
P0199,NepTech Snacks 199,Daily Groceries,Snacks,NepTech,Snacks made for Nepali shoppers with reliable quality and local style.,14500,3.1,418,"daily groceries, snacks, nepal, neptech, gift",False,True,False
P0200,Janakpur Mart Decor 200,Kitchen & Home,Decor,Janakpur Mart,Decor made for Nepali shoppers with reliable quality and local style.,350,4.1,215,"kitchen & home, decor, nepal, janakpur mart, gift",False,True,False
P0201,Lalitpur Looms Stationery 201,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,899,3.6,88,"books & education, stationery, nepal, lalitpur looms, gift",False,True,False
P0202,Janakpur Mart Headphones 202,Electronics,Headphones,Janakpur Mart,Headphones made for Nepali shoppers with reliable quality and local style.,1800,3.6,97,"electronics, headphones, nepal, janakpur mart, gift",False,True,False
P0203,Janakpur Mart Smart Watch 203,Electronics,Smart Watch,Janakpur Mart,Smart Watch made for Nepali shoppers with reliable quality and local style.,6500,3.7,136,"electronics, smart watch, nepal, janakpur mart, gift",False,False,False
P0204,Lalitpur Looms Metal Craft 204,Handicrafts & Art,Metal Craft,Lalitpur Looms,Metal Craft made for Nepali shoppers with reliable quality and local style.,550,3.8,331,"handicrafts & art, metal craft, nepal, lalitpur looms, gift",False,False,False
P0205,Kathmandu Craft Kurta 205,Traditional Attire,Kurta,Kathmandu Craft,Kurta made for Nepali shoppers with reliable quality and local style.,6500,4.1,225,"traditional attire, kurta, nepal, kathmandu craft, gift",True,True,True
P0206,Sagarmatha Accessories 206,Electronics,Accessories,Sagarmatha,Accessories made for Nepali shoppers with reliable quality and local style.,2500,4.1,327,"electronics, accessories, nepal, sagarmatha, gift",False,True,False
P0207,Kathmandu Craft Rice 207,Daily Groceries,Rice,Kathmandu Craft,Rice made for Nepali shoppers with reliable quality and local style.,14500,4.3,175,"daily groceries, rice, nepal, kathmandu craft, gift",False,True,False
P0208,Lalitpur Looms Woodcraft 208,Handicrafts & Art,Woodcraft,Lalitpur Looms,Woodcraft made for Nepali shoppers with reliable quality and local style.,1800,4.0,80,"handicrafts & art, woodcraft, nepal, lalitpur looms, gift",False,False,False
P0209,Janakpur Mart Shoes 209,Fashion & Accessories,Shoes,Janakpur Mart,Shoes made for Nepali shoppers with reliable quality and local style.,899,3.7,353,"fashion & accessories, shoes, nepal, janakpur mart, gift",False,True,False
P0210,Lalitpur Looms Thangka 210,Handicrafts & Art,Thangka,Lalitpur Looms,Thangka made for Nepali shoppers with reliable quality and local style.,350,4.6,261,"handicrafts & art, thangka, nepal, lalitpur looms, gift",True,True,False
P0211,NepTech Bedding 211,Kitchen & Home,Bedding,NepTech,Bedding made for Nepali shoppers with reliable quality and local style.,6500,3.6,303,"kitchen & home, bedding, nepal, neptech, gift",False,True,False
P0212,Himalaya Appliances 212,Kitchen & Home,Appliances,Himalaya,Appliances made for Nepali shoppers with reliable quality and local style.,9800,3.7,180,"kitchen & home, appliances, nepal, himalaya, gift",True,True,True
P0213,Lalitpur Looms Lokta Paper 213,Handicrafts & Art,Lokta Paper,Lalitpur Looms,Lokta Paper made for Nepali shoppers with reliable quality and local style.,2500,4.1,44,"handicrafts & art, lokta paper, nepal, lalitpur looms, gift",False,True,False
P0214,NepTech Exam Prep 214,Books & Education,Exam Prep,NepTech,Exam Prep made for Nepali shoppers with reliable quality and local style.,899,3.9,30,"books & education, exam prep, nepal, neptech, gift",False,True,False
P0215,Himalaya Appliances 215,Kitchen & Home,Appliances,Himalaya,Appliances made for Nepali shoppers with reliable quality and local style.,14500,3.7,38,"kitchen & home, appliances, nepal, himalaya, gift",False,True,False
P0216,Lalitpur Looms Accessories 216,Electronics,Accessories,Lalitpur Looms,Accessories made for Nepali shoppers with reliable quality and local style.,1250,4.4,257,"electronics, accessories, nepal, lalitpur looms, gift",False,True,False
P0217,NepTech Stationery 217,Books & Education,Stationery,NepTech,Stationery made for Nepali shoppers with reliable quality and local style.,4200,4.4,359,"books & education, stationery, nepal, neptech, gift",False,True,False
P0218,Lalitpur Looms Shoes 218,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,6500,3.0,364,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,True,False
P0219,Lalitpur Looms Metal Craft 219,Handicrafts & Art,Metal Craft,Lalitpur Looms,Metal Craft made for Nepali shoppers with reliable quality and local style.,2500,4.7,411,"handicrafts & art, metal craft, nepal, lalitpur looms, gift",False,True,False
P0220,Lalitpur Looms Cookware 220,Kitchen & Home,Cookware,Lalitpur Looms,Cookware made for Nepali shoppers with reliable quality and local style.,1800,3.9,277,"kitchen & home, cookware, nepal, lalitpur looms, gift",False,True,False
P0221,Janakpur Mart Smart Watch 221,Electronics,Smart Watch,Janakpur Mart,Smart Watch made for Nepali shoppers with reliable quality and local style.,1250,3.9,16,"electronics, smart watch, nepal, janakpur mart, gift",False,True,False
P0222,Kathmandu Craft Lokta Paper 222,Handicrafts & Art,Lokta Paper,Kathmandu Craft,Lokta Paper made for Nepali shoppers with reliable quality and local style.,350,3.8,393,"handicrafts & art, lokta paper, nepal, kathmandu craft, gift",False,True,False
P0223,Lalitpur Looms Rice 223,Daily Groceries,Rice,Lalitpur Looms,Rice made for Nepali shoppers with reliable quality and local style.,2500,3.7,305,"daily groceries, rice, nepal, lalitpur looms, gift",False,True,False
P0224,Himalaya Rice 224,Daily Groceries,Rice,Himalaya,Rice made for Nepali shoppers with reliable quality and local style.,1250,4.1,250,"daily groceries, rice, nepal, himalaya, gift",False,True,False
P0225,Kathmandu Craft Sunglasses 225,Fashion & Accessories,Sunglasses,Kathmandu Craft,Sunglasses made for Nepali shoppers with reliable quality and local style.,4200,4.6,57,"fashion & accessories, sunglasses, nepal, kathmandu craft, gift",False,False,False
P0226,Kathmandu Craft Stationery 226,Books & Education,Stationery,Kathmandu Craft,Stationery made for Nepali shoppers with reliable quality and local style.,550,3.7,225,"books & education, stationery, nepal, kathmandu craft, gift",False,True,False
P0227,Lalitpur Looms Kurta 227,Traditional Attire,Kurta,Lalitpur Looms,Kurta made for Nepali shoppers with reliable quality and local style.,350,4.7,74,"traditional attire, kurta, nepal, lalitpur looms, gift",False,True,False
P0228,Lalitpur Looms Headphones 228,Electronics,Headphones,Lalitpur Looms,Headphones made for Nepali shoppers with reliable quality and local style.,550,4.1,174,"electronics, headphones, nepal, lalitpur looms, gift",False,True,False
P0229,Lalitpur Looms Accessories 229,Electronics,Accessories,Lalitpur Looms,Accessories made for Nepali shoppers with reliable quality and local style.,2500,4.2,356,"electronics, accessories, nepal, lalitpur looms, gift",False,True,False
P0230,Sagarmatha Smart Watch 230,Electronics,Smart Watch,Sagarmatha,Smart Watch made for Nepali shoppers with reliable quality and local style.,2500,4.1,146,"electronics, smart watch, nepal, sagarmatha, gift",False,True,False
P0231,Lalitpur Looms Exam Prep 231,Books & Education,Exam Prep,Lalitpur Looms,Exam Prep made for Nepali shoppers with reliable quality and local style.,899,3.4,14,"books & education, exam prep, nepal, lalitpur looms, gift",False,True,False
P0232,Sagarmatha Daura Suruwal 232,Traditional Attire,Daura Suruwal,Sagarmatha,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,899,3.4,319,"traditional attire, daura suruwal, nepal, sagarmatha, gift",False,True,False
P0233,Janakpur Mart Thangka 233,Handicrafts & Art,Thangka,Janakpur Mart,Thangka made for Nepali shoppers with reliable quality and local style.,6500,4.5,207,"handicrafts & art, thangka, nepal, janakpur mart, gift",False,True,False
P0234,Kathmandu Craft Daura Suruwal 234,Traditional Attire,Daura Suruwal,Kathmandu Craft,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,9800,3.8,144,"traditional attire, daura suruwal, nepal, kathmandu craft, gift",False,True,False
P0235,NepTech Thangka 235,Handicrafts & Art,Thangka,NepTech,Thangka made for Nepali shoppers with reliable quality and local style.,6500,4.3,198,"handicrafts & art, thangka, nepal, neptech, gift",False,True,False
P0236,Kathmandu Craft Woodcraft 236,Handicrafts & Art,Woodcraft,Kathmandu Craft,Woodcraft made for Nepali shoppers with reliable quality and local style.,1800,4.2,23,"handicrafts & art, woodcraft, nepal, kathmandu craft, gift",False,True,False
P0237,NepTech Cookware 237,Kitchen & Home,Cookware,NepTech,Cookware made for Nepali shoppers with reliable quality and local style.,899,3.9,221,"kitchen & home, cookware, nepal, neptech, gift",False,True,False
P0238,Janakpur Mart Lokta Paper 238,Handicrafts & Art,Lokta Paper,Janakpur Mart,Lokta Paper made for Nepali shoppers with reliable quality and local style.,350,3.3,381,"handicrafts & art, lokta paper, nepal, janakpur mart, gift",False,True,False
P0239,Kathmandu Craft Accessories 239,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,1250,3.2,318,"electronics, accessories, nepal, kathmandu craft, gift",True,True,False
P0240,Kathmandu Craft Rice 240,Daily Groceries,Rice,Kathmandu Craft,Rice made for Nepali shoppers with reliable quality and local style.,1800,4.2,116,"daily groceries, rice, nepal, kathmandu craft, gift",False,True,False
P0241,NepTech Mobile 241,Electronics,Mobile,NepTech,Mobile made for Nepali shoppers with reliable quality and local style.,6500,3.8,71,"electronics, mobile, nepal, neptech, gift",False,True,False
P0242,NepTech Kurta 242,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,550,3.0,365,"traditional attire, kurta, nepal, neptech, gift",False,True,False
P0243,Lalitpur Looms Sunglasses 243,Fashion & Accessories,Sunglasses,Lalitpur Looms,Sunglasses made for Nepali shoppers with reliable quality and local style.,2500,4.6,288,"fashion & accessories, sunglasses, nepal, lalitpur looms, gift",False,True,False
P0244,Himalaya Shoes 244,Fashion & Accessories,Shoes,Himalaya,Shoes made for Nepali shoppers with reliable quality and local style.,9800,3.4,391,"fashion & accessories, shoes, nepal, himalaya, gift",False,True,False
P0245,Himalaya Tea 245,Daily Groceries,Tea,Himalaya,Tea made for Nepali shoppers with reliable quality and local style.,899,3.9,376,"daily groceries, tea, nepal, himalaya, gift",False,True,False
P0246,Janakpur Mart Jewellery 246,Fashion & Accessories,Jewellery,Janakpur Mart,Jewellery made for Nepali shoppers with reliable quality and local style.,2500,3.8,85,"fashion & accessories, jewellery, nepal, janakpur mart, gift",False,True,False
P0247,NepTech Rice 247,Daily Groceries,Rice,NepTech,Rice made for Nepali shoppers with reliable quality and local style.,350,3.9,352,"daily groceries, rice, nepal, neptech, gift",False,True,False
P0248,Sagarmatha Exam Prep 248,Books & Education,Exam Prep,Sagarmatha,Exam Prep made for Nepali shoppers with reliable quality and local style.,350,4.0,232,"books & education, exam prep, nepal, sagarmatha, gift",False,True,False
P0249,Janakpur Mart Snacks 249,Daily Groceries,Snacks,Janakpur Mart,Snacks made for Nepali shoppers with reliable quality and local style.,350,3.7,102,"daily groceries, snacks, nepal, janakpur mart, gift",False,True,False
P0250,NepTech Mobile 250,Electronics,Mobile,NepTech,Mobile made for Nepali shoppers with reliable quality and local style.,4200,4.6,89,"electronics, mobile, nepal, neptech, gift",False,True,False
P0251,Himalaya Jewellery 251,Fashion & Accessories,Jewellery,Himalaya,Jewellery made for Nepali shoppers with reliable quality and local style.,550,4.2,316,"fashion & accessories, jewellery, nepal, himalaya, gift",False,True,False
P0252,Lalitpur Looms Stationery 252,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,2500,4.1,8,"books & education, stationery, nepal, lalitpur looms, gift",False,True,False
P0253,Sagarmatha Dhaka Topi 253,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,4200,3.2,203,"traditional attire, dhaka topi, nepal, sagarmatha, gift",False,True,False
P0254,Janakpur Mart Sunglasses 254,Fashion & Accessories,Sunglasses,Janakpur Mart,Sunglasses made for Nepali shoppers with reliable quality and local style.,550,4.5,347,"fashion & accessories, sunglasses, nepal, janakpur mart, gift",False,True,False
P0255,Kathmandu Craft Lokta Paper 255,Handicrafts & Art,Lokta Paper,Kathmandu Craft,Lokta Paper made for Nepali shoppers with reliable quality and local style.,4200,4.4,389,"handicrafts & art, lokta paper, nepal, kathmandu craft, gift",False,True,False
P0256,NepTech Jewellery 256,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,5.0,382,"fashion & accessories, jewellery, nepal, neptech, gift",False,True,False
P0257,Lalitpur Looms Stationery 257,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,9800,3.9,11,"books & education, stationery, nepal, lalitpur looms, gift",False,True,False
P0258,Sagarmatha Bedding 258,Kitchen & Home,Bedding,Sagarmatha,Bedding made for Nepali shoppers with reliable quality and local style.,9800,3.3,300,"kitchen & home, bedding, nepal, sagarmatha, gift",False,True,False
P0259,Himalaya Children Books 259,Books & Education,Children Books,Himalaya,Children Books made for Nepali shoppers with reliable quality and local style.,899,4.3,182,"books & education, children books, nepal, himalaya, gift",False,False,False
P0260,Kathmandu Craft Smart Watch 260,Electronics,Smart Watch,Kathmandu Craft,Smart Watch made for Nepali shoppers with reliable quality and local style.,550,3.7,401,"electronics, smart watch, nepal, kathmandu craft, gift",False,True,False
P0261,NepTech Stationery 261,Books & Education,Stationery,NepTech,Stationery made for Nepali shoppers with reliable quality and local style.,1800,3.4,34,"books & education, stationery, nepal, neptech, gift",False,True,False
P0262,Sagarmatha Snacks 262,Daily Groceries,Snacks,Sagarmatha,Snacks made for Nepali shoppers with reliable quality and local style.,2500,4.3,206,"daily groceries, snacks, nepal, sagarmatha, gift",False,True,False
